,channel,rmse
0,7,0.6962008018194134
1,2,0.918403786248445
2,3,0.9991913675710278
3,4,0.7978687269796664
4,5,0.81043546164753
5,6,0.761279195617768
6,1,0.8276945437313017
7,8,0.9160135846385596
