,channel,rmse
0,7,1.1207186840136056
1,6,1.3753014773545853
2,5,0.6518077128229057
3,4,0.9831269732888893
4,3,1.020685180230348
5,2,0.926905517781847
6,1,1.5898673498542852
7,8,1.4629408269242479
