,channel,rmse
0,2,0.8732085136725214
1,5,0.735001800103374
2,6,0.7893378239073208
3,7,0.6516788392905843
4,8,0.968745316212915
5,4,0.7520299854128579
6,3,1.006641851280902
7,1,0.8798919438079672
