,channel,rmse
0,8,0.857984728638149
1,7,1.0327458113124584
2,6,1.226111632707095
3,5,0.9301971288192515
4,4,0.8417465262429535
5,3,1.1815530608578482
6,2,0.9544497268555243
7,1,1.060837637070335
