,channel,rmse
0,7,0.9583033640907151
1,2,0.9023986225568443
2,3,1.0482798216944498
3,4,0.9185356891435106
4,5,0.7770175843951865
5,6,0.908499840888177
6,1,0.8387904906106678
7,8,0.8586360405987875
