,channel,rmse
0,7,0.8834721977721804
1,6,0.8675084387621176
2,5,0.9230810109905108
3,4,0.7693623987515069
4,3,0.9071162838216065
5,2,0.8065928202448495
6,1,0.9454316591068436
7,8,1.0204691064611169
