,channel,rmse
0,2,0.8314875301722265
1,5,0.7514831617690563
2,6,0.775977565401465
3,7,0.8252781659428947
4,8,0.8625035773633707
5,4,0.7819605146848261
6,3,0.8925388912749981
7,1,0.8156352038687448
